0,1,2,3,4,5,6
PresaLaPurisimaGto,B11,2020,5,19,7,402634.0
PresaLaPurisimaGto,B11,2020,5,19,6,395948.0
PresaLaPurisimaGto,B11,2020,5,14,5,402334.0
PresaLaPurisimaGto,B11,2020,5,14,4,2903212.0
PresaLaPurisimaGto,B11,2020,5,9,3,406011.0
PresaLaPurisimaGto,B11,2020,5,9,2,399336.0
PresaLaPurisimaGto,B11,2020,5,4,1,401025.0
PresaLaPurisimaGto,B11,2020,5,4,0,394704.0
PresaLaPurisimaGto,B11,2020,6,18,5,359794.0
PresaLaPurisimaGto,B11,2020,6,18,4,354724.0
PresaLaPurisimaGto,B11,2020,6,13,3,364478.0
PresaLaPurisimaGto,B11,2020,6,13,2,358984.0
PresaLaPurisimaGto,B11,2020,6,3,1,332919.0
PresaLaPurisimaGto,B11,2020,6,3,0,327609.0
PresaLaPurisimaGto,B11,2020,7,13,5,375030.0
PresaLaPurisimaGto,B11,2020,7,13,4,370056.0
PresaLaPurisimaGto,B11,2020,7,8,3,408299.0
PresaLaPurisimaGto,B11,2020,7,8,2,400934.0
PresaLaPurisimaGto,B11,2020,7,3,1,192434.0
PresaLaPurisimaGto,B11,2020,7,3,0,187787.0
PresaLaPurisimaGto,B11,2020,8,7,0,409028.0
PresaLaPurisimaGto,B11,2020,7,23,9,379715.0
PresaLaPurisimaGto,B11,2020,7,23,8,373766.0
PresaLaPurisimaGto,B11,2020,7,18,7,372233.0
PresaLaPurisimaGto,B11,2020,7,18,6,365711.0
PresaLaPurisimaGto,B11,2020,9,1,0,273124.0
PresaLaPurisimaGto,B11,2020,8,22,7,2674926.0
PresaLaPurisimaGto,B11,2020,8,22,6,415790.0
PresaLaPurisimaGto,B11,2020,8,17,5,418082.0
PresaLaPurisimaGto,B11,2020,8,17,4,411439.0
PresaLaPurisimaGto,B11,2020,8,12,3,27483.0
PresaLaPurisimaGto,B11,2020,8,12,2,43802.0
PresaLaPurisimaGto,B11,2020,8,7,1,416000.0
PresaLaPurisimaGto,B11,2020,9,26,5,437143.0
PresaLaPurisimaGto,B11,2020,9,26,4,430343.0
PresaLaPurisimaGto,B11,2020,9,21,3,435787.0
PresaLaPurisimaGto,B11,2020,9,21,2,428991.0
PresaLaPurisimaGto,B11,2020,9,1,1,288393.0
PresaLaPurisimaGto,B11,2020,10,11,3,434633.0
PresaLaPurisimaGto,B11,2020,10,11,2,427360.0
PresaLaPurisimaGto,B11,2020,10,1,1,436665.0
PresaLaPurisimaGto,B11,2020,10,1,0,430904.0
PresaLaPurisimaGto,B11,2020,10,26,8,434197.0
PresaLaPurisimaGto,B11,2020,10,26,7,427720.0
PresaLaPurisimaGto,B11,2020,10,21,6,434878.0
PresaLaPurisimaGto,B11,2020,10,21,5,427925.0
PresaLaPurisimaGto,B11,2020,10,16,4,567171.0
PresaLaPurisimaGto,B11,2020,11,15,5,432847.0
PresaLaPurisimaGto,B11,2020,11,15,4,426382.0
PresaLaPurisimaGto,B11,2020,11,10,3,432010.0
PresaLaPurisimaGto,B11,2020,11,10,2,425416.0
PresaLaPurisimaGto,B11,2020,11,5,1,433540.0
PresaLaPurisimaGto,B11,2020,11,5,0,427123.0
PresaLaPurisimaGto,B11,2020,11,25,9,432082.0
PresaLaPurisimaGto,B11,2020,11,25,8,425010.0
PresaLaPurisimaGto,B11,2020,11,20,7,432845.0
PresaLaPurisimaGto,B11,2020,11,20,6,425944.0
