0,1,2,3,4,5,6
Janitzio,B11,2021,3,20,6,393951.0
Janitzio,B11,2021,4,24,8,385124.0
Janitzio,B11,2021,4,19,7,389071.0
Janitzio,B11,2021,4,19,6,386204.0
Janitzio,B11,2021,4,14,5,388777.0
Janitzio,B11,2021,4,14,4,385761.0
Janitzio,B11,2021,4,9,3,389703.0
Janitzio,B11,2021,4,9,2,386955.0
Janitzio,B11,2021,4,4,1,390094.0
Janitzio,B11,2021,4,4,0,387144.0
Janitzio,B11,2021,5,24,4,383770.0
Janitzio,B11,2021,5,19,2,384908.0
Janitzio,B11,2021,5,19,3,388023.0
Janitzio,B11,2021,5,4,1,387372.0
Janitzio,B11,2021,5,4,0,384685.0
Janitzio,B11,2021,4,24,9,387950.0
Janitzio,B11,2021,7,18,1,362969.0
Janitzio,B11,2021,7,18,0,359273.0
Janitzio,B11,2021,6,8,1,388076.0
Janitzio,B11,2021,6,8,0,385191.0
Janitzio,B11,2021,5,24,5,386645.0
Janitzio,B11,2021,9,11,0,2852308.0
Janitzio,B11,2021,8,12,2,377926.0
Janitzio,B11,2021,8,12,3,380986.0
Janitzio,B11,2021,8,2,1,387866.0
Janitzio,B11,2021,8,2,0,384703.0
Janitzio,B11,2021,10,6,0,221644.0
Janitzio,B11,2021,9,21,4,420649.0
Janitzio,B11,2021,9,21,3,417077.0
Janitzio,B11,2021,9,16,2,397945.0
Janitzio,B11,2021,9,11,1,2871047.0
Janitzio,B11,2021,10,26,5,423175.0
Janitzio,B11,2021,10,21,4,424708.0
Janitzio,B11,2021,10,21,3,421242.0
Janitzio,B11,2021,10,11,2,430935.0
Janitzio,B11,2021,10,11,1,427450.0
Janitzio,B11,2021,11,10,1,427589.0
Janitzio,B11,2021,11,10,0,424077.0
